new_name;labels;cf19l_EN_1.0p.dta;cf18k_EN_1.0p.dta;cf17j_EN_1.0p.dta;cf16i_EN_1.0p.dta;cf15h_EN_1.0p.dta;cf14g_EN_1.1p.dta;cf13f_EN_1.1p_corrected.dta;cf12e_EN_2.1p.dta;cf11d_EN_1.1p.dta;cf10c_EN_1.0p.dta;cf09b_EN_2.2p.dta;cf08a_2p_EN.dta
mother_unstable;The relationship with my mother is quite unstable;cf19l511;cf18k511;cf17j511;cf16i511;cf15h511;;;;;;;
mother_embarrassed;I sometimes feel embarrassed because of what my mother says or does.;cf19l512;cf18k512;cf17j512;cf16i512;cf15h512;;;;;;;
child_fond;I am very fond of my [son/daughter].;cf19l513;cf18k513;cf17j513;cf16i513;cf15h513;;;;;;;
child_close;My [son/daughter] and I have a close relationship.;cf19l514;cf18k514;cf17j514;cf16i514;cf15h514;;;;;;;
child_mixed;I have conflicting feelings about my [son/daughter].;cf19l515;cf18k515;cf17j515;cf16i515;cf15h515;;;;;;;
child_irritation;My [son/daughter]s behavior irritates me.;cf19l516;cf18k516;cf17j516;cf16i516;cf15h516;;;;;;;
child_connected;I feel closely connected to my [son/daughter].;cf19l517;cf18k517;cf17j517;cf16i517;cf15h517;;;;;;;
child_guilt;I sometimes feel guilty towards my [son/daughter].;cf19l518;cf18k518;cf17j518;cf16i518;cf15h518;;;;;;;
child_angry;Quite often I am angry with my [son/daughter].;cf19l519;cf18k519;cf17j519;cf16i519;cf15h519;;;;;;;
child_unstable;The relationship with my [son/daughter] is quite unstable;cf19l520;cf18k520;cf17j520;cf16i520;cf15h520;;;;;;;
child_embarrassed;I sometimes feel embarrassed because of what my [son/daughter] says or does.;cf19l521;cf18k521;cf17j521;cf16i521;cf15h521;;;;;;;
consider_father;Who do you consider to be your father?;cf19l522;;;;;;;;;;;
consider_father_other_txt;Who do you consider to be your father? - other, namely;cf19l523;;;;;;;;;;;
consider_mother;Who do you consider to be your mother?;cf19l524;;;;;;;;;;;
consider_mother_other_txt;Who do you consider to be your mother? - other, namely;cf19l525;;;;;;;;;;;
