new_name;labels;cs19l_EN_1.0p.dta;cs18k_EN_1.0p.dta;cs17j_EN_1.0p.dta;cs16i_EN_1.0p.dta;cs15h_EN_1.0p.dta;cs14g_EN_1.0.dta;cs13f_1.0p_EN.dta;cs12e_1.0p_EN.dta;cs11d_EN_3.0p.dta;cs10c_1p_EN.dta;cs09b_1p_EN.dta;cs08a_2p_EN.dta
online_dating_d;ever spend time on: dating websites (like Relatieplanet Lexa Tinder Grindr or;cs19l435;cs18k435;cs17j435;cs16i435;cs15h435;cs14g435;cs13f435;cs12e435;;;;
how_often_social_media;How often did you make use of social media in the past 2 months?;cs19l436;cs18k436;cs17j436;cs16i436;cs15h436;cs14g436;cs13f436;cs12e436;;;;
online_socialmedia_hours;average number of hours per week spent on: reading and viewing social media (e.g;cs19l439;cs18k439;cs17j439;cs16i439;cs15h439;cs14g439;cs13f439;cs12e439;;;;
online_blogs_hours;average number of hours per week spent on: reading and/or writing blogs;cs19l440;cs18k440;cs17j440;cs16i440;cs15h440;cs14g440;cs13f440;cs12e440;;;;
online_skype_hours;average number of hours per week spent on: skype or similar services;;;;;;;cs13f441;cs12e441;;;;
online_twitter_hours;average number of hours per week spent on: twitter;;;;;;;cs13f442;cs12e442;;;;
online_dating_hours;average number of hours per week spent on: dating websites (like Relatieplanet;cs19l443;cs18k443;cs17j443;cs16i443;cs15h443;cs14g443;cs13f443;cs12e443;;;;
access_pc;With which of the following devices do you have access to the internet at home?;cs19l444;cs18k444;cs17j444;cs16i444;cs15h444;cs14g444;cs13f444;;;;;
access_laptop;With which of the following devices do you have access to the internet at home?;cs19l445;cs18k445;cs17j445;cs16i445;cs15h445;cs14g445;cs13f445;;;;;
access_tablet;With which of the following devices do you have access to the internet at home?;cs19l446;cs18k446;cs17j446;cs16i446;cs15h446;cs14g446;cs13f446;;;;;
access_mobilephone;With which of the following devices do you have access to the internet at home?;cs19l504;cs18k504;cs17j504;cs16i504;cs15h504;cs14g447;cs13f447;;;;;
access_palmtop;With which of the following devices do you have access to the internet at home?;cs19l448;cs18k448;cs17j448;cs16i448;cs15h448;cs14g448;cs13f448;;;;;
access_tvbox;With which of the following devices do you have access to the internet at home?;cs19l449;cs18k449;cs17j449;cs16i449;cs15h449;cs14g449;cs13f449;;;;;
access_gameconsole;With which of the following devices do you have access to the internet at home?;cs19l450;cs18k450;cs17j450;cs16i450;cs15h450;cs14g450;cs13f450;;;;;
access_none;With which of the following devices do you have access to the internet at home?;cs19l451;cs18k451;cs17j451;cs16i451;cs15h451;cs14g451;cs13f451;;;;;
social_media_facebook;Which social media and/or social networking sites do you use? - Facebook;cs19l452;cs18k452;cs17j452;cs16i452;cs15h452;cs14g452;;;;;;
social_media_twitter;Which social media do you use? - Twitter;cs19l453;cs18k453;cs17j453;cs16i453;cs15h453;cs14g453;;;;;;
social_media_pinterest;Which social media do you use? - Pinterest;cs19l454;cs18k454;cs17j454;cs16i454;cs15h454;cs14g454;;;;;;
social_media_google;Which social media do you use? - Google+;cs19l455;cs18k455;cs17j455;cs16i455;cs15h455;cs14g455;;;;;;
social_media_tumblr;Which social media do you use? - Tumblr;cs19l456;cs18k456;cs17j456;cs16i456;cs15h456;cs14g456;;;;;;
social_media_linkedin;Which social media do you use? - LinkedIn;cs19l457;cs18k457;cs17j457;cs16i457;cs15h457;cs14g457;;;;;;
social_media_myspace;Which social media do you use? - MySpace;cs19l458;cs18k458;cs17j458;cs16i458;cs15h458;cs14g458;;;;;;
social_media_flickr;Which social media do you use? - Flickr;cs19l459;cs18k459;cs17j459;cs16i459;cs15h459;cs14g459;;;;;;
social_media_snapchat;Which social media do you use? - Snapchat;cs19l460;cs18k460;cs17j460;cs16i460;cs15h460;cs14g460;;;;;;
social_media_foursquare;Which social media do you use? - Foursquare;cs19l461;cs18k461;cs17j461;cs16i461;cs15h461;cs14g461;;;;;;
social_media_vine;Which social media do you use? - Vine;cs19l462;cs18k462;cs17j462;cs16i462;cs15h462;cs14g462;;;;;;
social_media_vimeo;Which social media do you use? - Vimeo;cs19l463;cs18k463;cs17j463;cs16i463;cs15h463;cs14g463;;;;;;
social_media_youtube;Which social media do you use? - YouTube;cs19l464;cs18k464;cs17j464;cs16i464;cs15h464;cs14g464;;;;;;
social_media_skype;Which social media do you use? - Skype;cs19l465;cs18k465;cs17j465;cs16i465;cs15h465;cs14g465;;;;;;
social_media_instagram;Which social media do you use? - Instagram;cs19l466;cs18k466;cs17j466;cs16i466;cs15h466;cs14g466;;;;;;
social_media_tagged;Which social media do you use? - Tagged;cs19l467;cs18k467;cs17j467;cs16i467;cs15h467;cs14g467;;;;;;
social_media_whatsapp;Which social media do you use? - WhatsApp;cs19l468;cs18k468;cs17j468;cs16i468;cs15h468;cs14g468;;;;;;
social_media_spotify;Which social media do you use? - Spotify;cs19l469;cs18k469;cs17j469;cs16i469;cs15h469;cs14g469;;;;;;
social_media_other2;Which social media do you use? - Other namely;cs19l470;cs18k470;cs17j470;cs16i470;cs15h470;cs14g470;;;;;;
social_media_other;Which social media do you use? - Other namely;cs19l471;cs18k471;cs17j471;cs16i471;cs15h471;cs14g471;;;;;;
frequency_facebook;Can you indicate how often you use the following social networking sites? - Face;cs19l472;cs18k472;cs17j472;cs16i472;cs15h472;cs14g472;;;;;;
frequency_twitter;Can you indicate how often you use the following social networking sites? - Twit;cs19l473;cs18k473;cs17j473;cs16i473;cs15h473;cs14g473;;;;;;
frequency_linkedin;Can you indicate how often you use the following social networking sites? - Link;cs19l474;cs18k474;cs17j474;cs16i474;cs15h474;cs14g474;;;;;;
usage_facebook;How do you mainly use these social networking sites? - Facebook;cs19l475;cs18k475;cs17j475;cs16i475;cs15h475;cs14g475;;;;;;
usage_twitter;How do you mainly use these social networking sites? - Twitter;cs19l476;cs18k476;cs17j476;cs16i476;cs15h476;cs14g476;;;;;;
usage_linkedin;How do you mainly use these social networking sites? - LinkedIn;cs19l477;cs18k477;cs17j477;cs16i477;cs15h477;cs14g477;;;;;;
confidence_facebook;To what extent do you have confidence in using Facebook?;;;;;;cs14g478;;;;;;
confidence_social_networks;To what extent do you have confidence in using social networking sites?;;;;;;cs14g479;;;;;;
concered_online_info;In general do you think about what information you share on social media and so;cs19l480;cs18k480;cs17j480;cs16i480;cs15h480;cs14g480;;;;;;
reason_nosocial_media_cat;You have indicated previously that you do not use social media (e.g. Facebook T;cs19l481;cs18k481;cs17j481;cs16i481;cs15h481;cs14g481;;;;;;
reason_nosocial_media_txt;Can you indicate why not? - Other reason namelyÂ;cs19l482;cs18k482;cs17j482;cs16i482;cs15h482;cs14g482;;;;;;
perception_socialmedia_q1;Because of social media and social networking sites people are less inclined to;cs19l483;cs18k483;cs17j483;cs16i483;cs15h483;cs14g483;;;;;;
perception_socialmedia_q2;Because of social media and social networking sites it is easier for people to m;cs19l484;cs18k484;cs17j484;cs16i484;cs15h484;cs14g484;;;;;;
perception_spcialmedia_q3;When people do not use social media this is harmful for the 'real' (non-virtual;cs19l485;cs18k485;cs17j485;cs16i485;cs15h485;cs14g485;;;;;;
online_posting_d;ever spend time on: posting messages photos and short films on social media you;cs19l486;cs18k486;cs17j486;cs16i486;cs15h486;cs14g486;;;;;;
online_posting_hours;average number of hours per week spent on: posting messages photos and short fi;cs19l487;cs18k487;cs17j487;cs16i487;cs15h487;cs14g487;;;;;;
visit_library;a library visited in the past 12 months;cs19l491;cs18k491;cs17j491;cs16i491;cs15h491;;;;;;;
visit_filmfestival;a film festival visited in the past 12 months;cs19l492;cs18k492;cs17j492;cs16i492;cs15h492;;;;;;;
visit_foodfestival;a Food truck festival or other food event visited in the past 12 months;cs19l493;cs18k493;cs17j493;cs16i493;cs15h493;;;;;;;
number_library;a library number of visits over the past 12 months;cs19l497;cs18k497;cs17j497;cs16i497;cs15h497;;;;;;;
number_filmfestival;a film festival number of visits over the past 12 months;cs19l498;cs18k498;cs17j498;cs16i498;cs15h498;;;;;;;
number_foodfestival;a Food truck festival or other food event number of visits over the past 12 mon;cs19l499;cs18k499;cs17j499;cs16i499;cs15h499;;;;;;;
tablet_use_d;do you sometimes use a tablet  for other things than completing the questionnai;cs19l506;cs18k506;cs17j506;cs16i506;cs15h506;;;;;;;
smartphone_use_d;do you sometimes use a smartphone for other things than completing the question;cs19l507;cs18k507;cs17j507;cs16i507;cs15h507;;;;;;;
social_media_telegram;Which social media do you use? - Telegram;cs19l508;cs18k508;cs17j508;cs16i508;cs15h508;;;;;;;
social_media_soundcloud;Which social media do you use? - SoundCloud;cs19l509;cs18k509;cs17j509;cs16i509;cs15h509;;;;;;;
social_media_viber;Which social media do you use? - Viber;cs19l510;cs18k510;cs17j510;cs16i510;cs15h510;;;;;;;
social_media_yammer;Which social media do you use? - Yammer;cs19l511;cs18k511;cs17j511;cs16i511;cs15h511;;;;;;;
confidence_privacy_facebook;To what extent do you have confidence that Facebook respects your privacy?;cs19l512;cs18k512;cs17j512;cs16i512;cs15h512;;;;;;;
confidence_privacy_socialmedia;To what extent do you have confidence that social media respect your privacy?;cs19l513;cs18k513;cs17j513;cs16i513;cs15h513;;;;;;;
social_media_messenger;Which social media do you use? - Messenger;cs19l519;cs18k519;cs17j519;cs16i519;;;;;;;;
social_media_wechat;Which social media do you use? - WeChat;cs19l520;cs18k520;cs17j520;cs16i520;;;;;;;;
social_media_deezer;Which social media do you use? - Deezer;cs19l521;cs18k521;cs17j521;cs16i521;;;;;;;;
social_media_facetime;Which social media do you use? - FaceTime;cs19l522;cs18k522;cs17j522;cs16i522;;;;;;;;
